_id,ltable_ID,rtable_ID,ltable_Title,ltable_Developer,ltable_Publisher,ltable_Platform,ltable_Genre,ltable_Rating,ltable_ReleaseDate,ltable_CleanRDate,rtable_Title,rtable_Developer,rtable_Publisher,rtable_Platform,rtable_Genre,rtable_Rating,rtable_ReleaseDate,rtable_CleanRDate,Prediction
2423,a2365,b2351,Extreme-G,Probe Entertainment Limited,Acclaim|Acclaim Japan,Nintendo 64,Driving/Racing|Arcade,7.9,30 Sep 1997,1997-09-30,Extreme-G,Probe Entertainment,Acclaim Entertainment,Nintendo 64,Extreme racing,6.3,25 October 1997,1997-10-25,1.0
2424,a237,b292,All Zombies Must Die!,Doublesix,Doublesix|Kuju Entertainment,PC|PlayStation 3|Xbox 360,Action,5.8,27 Dec 2011,2011-12-27,All Zombies Must Die!,Doublesix,Square Enix,PC|PlayStation 3|Xbox 360,Shooter,5.3,27 December 2011,2011-12-27,1.0
2426,a2370,b2189,E.Y.E: Divine Cybermancy,Streum On Studio,Streum On Studio,PC,Role-Playing,6.7,29 Jul 2011,2011-07-29,E.Y.E: Divine Cybermancy,Streum On Studio,,PC,First-person shooter|Action,5.9,29 July 2011,2011-07-29,1.0
2431,a2388,b2366,F.E.A.R. 2: Project Origin,Monolith Productions,Warner Bros. Interactive Entertainment|CyberFront,PC|PlayStation 3|Xbox 360,Action|First-Person|Shooter|3D,8.1,10 Feb 2009,2009-02-10,F.E.A.R. 2: Project Origin,Monolith Productions,WB Games,PC|PlayStation 3|Xbox 360,First-Person|Shooter,7.4,10 February 2009,2009-02-10,1.0
2433,a2389,b2368,F.E.A.R. 3,Day 1 Studios,Warner Bros. Interactive Entertainment|E-Frontier,PC|PlayStation 3|Xbox 360,Action|First-Person|Shooter|3D,7.5,21 Jun 2011,2011-06-21,F.E.A.R. 3,Day 1 Studios|Monolith Productions,Warner Bros. Interactive,PC|PlayStation 3|Xbox 360,First-Person|Shooter,6.4,21 June 2011,2011-06-21,1.0
2435,a2390,b2370,F.E.A.R. Files,TimeGate Studios|Day 1 Studios,Sierra Entertainment,Xbox 360,3D|Action|First-Person|Shooter,7.6,6 Nov 2007,2007-11-06,F.E.A.R. Files,Day 1 Studios|TimeGate Studios,Sierra Entertainment,Xbox 360,Horror,7.0,06 November 2007,2007-11-06,1.0
2438,a2391,b2371,F.E.A.R. Perseus Mandate,TimeGate Studios,Sierra Entertainment,PC,First-Person|Shooter|3D|Action,7.2,6 Nov 2007,2007-11-06,F.E.A.R. Perseus Mandate,Timegate Studios,Sierra,PC|Xbox 360,First-Person|Shooter,6.9,06 November 2007,2007-11-06,1.0
2439,a2392,b2365,F.E.A.R.,Monolith Productions|TimeGate Studios|Day 1 Studios,Vivendi Games|VU Games|E-Frontier|Livedoor,PC|PlayStation 3|Xbox 360,First-Person|Shooter|3D|Action,8.8,17 Oct 2005,2005-10-17,F.E.A.R.,Monolith Productions|Day 1 Studios,Vivendi Universal,PC|PlayStation 3|Xbox 360,First-Person|Shooter,8.0,17 October 2005,2005-10-17,1.0
2440,a2393,b2401,F-Zero: GP Legend,Suzak,Nintendo,Game Boy Advance,Arcade|Driving/Racing,8.0,20 Sep 2004,2004-09-20,F-Zero: GP Legend,Suzak,Nintendo,Game Boy Advance,Racing,7.5,20 September 2004,2004-09-20,1.0
2441,a2394,b2402,F-Zero GX,Amusement Vision,Nintendo,GameCube,Driving/Racing|Arcade,8.6,26 Aug 2003,2003-08-26,F-Zero GX,Amusement Vision,Nintendo,Nintendo GameCube,Racing,8.6,25 August 2003,2003-08-25,1.0
2442,a2395,b2403,F-Zero: Maximum Velocity,Nd Cube,Nintendo|Gradiente|iQue,Game Boy Advance,Driving/Racing|Arcade,7.8,12 Jun 2001,2001-06-12,F-Zero: Maximum Velocity,Nd Cube,Nintendo,Game Boy Advance|Nintendo 3DS,Racing,6.8,11 June 2001,2001-06-11,1.0
2443,a2396,b2404,F-Zero X,Nintendo,Nintendo,Nintendo 64,Arcade|Driving/Racing,8.2,30 Sep 1998,1998-09-30,F-Zero X,Nintendo EAD,Nintendo,Nintendo 64|Wii,Racing,8.1,26 October 1998,1998-10-26,1.0
2444,a2397,b2400,F-Zero,Nintendo,Nintendo,Super Nintendo,Driving/Racing|Arcade,8.2,13 Aug 1991,1991-08-13,F-Zero,Nintendo EAD,Nintendo,Nintendo 3DS|Super Nintendo|Wii|Wii U,Racing,7.4,23 August 1991,1991-08-23,1.0
2450,a2402,b2355,F1 2010,Codemasters Birmingham,Codemasters,PC|PlayStation 3|Xbox 360,Driving/Racing|Simulation,8.2,21 Sep 2010,2010-09-21,F1 2010,Codemasters Birmingham,Codemasters,PC|PlayStation 3|Xbox 360,Racing,8.1,22 September 2010,2010-09-22,1.0
2453,a2403,b2356,F1 2011,Codemasters,Codemasters|CyberFront,3DS|PC|PlayStation 3|PlayStation Vita|Xbox 360,Driving/Racing|Simulation,8.2,19 Sep 2011,2011-09-19,F1 2011,Codemasters Birmingham,Codemasters,PC|PlayStation 3|PlayStation Vita|Xbox 360,Racing,7.3,20 September 2011,2011-09-20,1.0
2456,a2404,b2357,F1 2012,Codemasters,Feral Interactive|Codemasters,Macintosh|PC|PlayStation 3|Xbox 360,Simulation|Driving/Racing,7.9,17 Sep 2012,2012-09-17,F1 2012,Codemasters Birmingham|Feral Interactive,Codemasters|Feral Interactive,PC|PlayStation 3|Xbox 360,Racing,7.9,18 September 2012,2012-09-18,1.0
2457,a2405,b2358,F1 2013,Codemasters|Codemasters Birmingham,Feral Interactive|Codemasters|Namco Bandai Games,Macintosh|PC|PlayStation 3|Xbox 360,Driving/Racing|Simulation,7.9,4 Oct 2013,2013-10-04,F1 2013,Codemasters Birmingham,Codemasters,PC|PlayStation 3|Xbox 360,Racing|Simulation,6.9,29 October 2013,2013-10-29,1.0
2460,a2406,b2359,F1 2014,Codemasters Birmingham,Codemasters,PC|PlayStation 3|Xbox 360,Simulation|Driving/Racing,6.6,17 Oct 2014,2014-10-17,F1 2014,Codemasters Birmingham,Codemasters,PC|PlayStation 3|Xbox 360,Racing|Simulation,7.4,21 October 2014,2014-10-21,1.0
2464,a2408,b2360,F1 2016,Codemasters,Codemasters|Feral Interactive|Ubisoft,iOS (iPhone/iPad)|Macintosh|PC|PlayStation 4|Xbox One,Driving/Racing|Simulation,7.9,18 Aug 2016,2016-08-18,F1 2016,Codemasters Birmingham,Codemasters,PC|PlayStation 4,Sports,7.3,19 August 2016,2016-08-19,1.0
2469,a241,b298,Alone in the Dark (2008),Eden Studios|Hydravision,Atari SA|Electronic Arts,PC|PlayStation 2|PlayStation 3|Wii|Xbox 360,3D|Action|Adventure|Survival,6.7,23 Jun 2008,2008-06-23,Alone in the Dark (2008),Eden Games,Atari,PC|PlayStation 2|PlayStation 3|Wii|Xbox 360,,6.0,23 June 2008,2008-06-23,1.0
2472,a2414,b2362,F1 Race Stars,Codemasters,Codemasters,iOS (iPhone/iPad)|PC|PlayStation 3|Wii U|Xbox 360,Arcade|Driving/Racing,6.0,13 Nov 2012,2012-11-13,F1 Race Stars,Codemasters Birmingham,Codemasters,PC|PlayStation 3,Racing,6.5,13 November 2012,2012-11-13,1.0
2478,a242,b300,Alone in the Dark: The New Nightmare,Darkworks|Pocket Studios|Spiral House,Infogrames|Sold Out Software|CyberFront|Atari SA|Capcom|SCEA,Dreamcast|Game Boy Color|PC|PlayStation|PlayStation 2,Action|Adventure|Survival|3D,7.2,18 Jun 2001,2001-06-18,Alone in the Dark: The New Nightmare,Darkworks|Spiral House (Windows/PS2),Infogrames,Dreamcast|Game Boy Color|PC|PlayStation|PlayStation 2,Survival horror|action adventure,6.3,18 June 2001,2001-06-18,1.0
2481,a2421,b2411,Fable II Pub Games,Lionhead Studios,Microsoft Game Studios,Xbox 360,Gambling,6.5,13 Aug 2008,2008-08-13,Fable II Pub Games,Carbonated Games|Lionhead Studios,Xbox Live Productions|Microsoft Game Studios,Xbox 360,Pub games,4.7,13 August 2008,2008-08-13,1.0
2482,a2422,b2407,Fable II,Lionhead Studios,Microsoft Game Studios,Xbox 360,Action|Role-Playing,8.6,21 Oct 2008,2008-10-21,Fable II,Lionhead Studios,Microsoft Game Studios,PC|Xbox|Xbox 360|Xbox One,Third-Person|Action|Role-Playing|Sandbox,7.6,21 October 2008,2008-10-21,1.0
2484,a2423,b2408,Fable III,Lionhead Studios,Microsoft Game Studios,PC|Xbox 360,Role-Playing,7.7,26 Oct 2010,2010-10-26,Fable III,Lionhead Studios,Microsoft Game Studios,PC|Xbox 360|Xbox One,Third-Person|Action|Role-Playing|Sandbox,6.8,26 October 2010,2010-10-26,1.0
2486,a2425,b2405,Fable,Robosoft Technologies|Lionhead Studios|Big Blue Box,Feral Interactive|Microsoft Game Studios,Macintosh|PC|Xbox|Xbox 360,Role-Playing|Action,8.8,14 Sep 2004,2004-09-14,Fable,Lionhead Studios|Big Blue Box|Robosoft,Microsoft Game Studios,PC|Xbox|Xbox 360,Third-Person|Action|Role-Playing|Sandbox,7.9,14 September 2004,2004-09-14,1.0
2492,a2432,b2421,Faery: Legends of Avalon,Spiders,Focus Home Interactive,PC|PlayStation 3|Xbox 360,Role-Playing,6.2,10 Nov 2010,2010-11-10,Faery: Legends of Avalon,Spiders Studio,Focus Home Interactive,PC|PlayStation 3|Xbox 360,Role-Playing,6.7,10 November 2010,2010-11-10,1.0
2495,a2434,b2424,Fairy Fencer F,Idea Factory|Compile Heart,Idea Factory|Compile Heart|NIS America,PC|PlayStation 3,Role-Playing,7.7,10 Oct 2013,2013-10-10,Fairy Fencer F,Compile Heart,NIS America,PC|PlayStation 3,Role-Playing,7.4,16 September 2014,2014-09-16,1.0
2499,a244,b295,Alone With You,Benjamin Rivers,Benjamin Rivers,Macintosh|PC|PlayStation 4|PlayStation Vita,Adventure,7.6,23 Aug 2016,2016-08-23,Alone With You,Benjamin Rivers,Benjamin Rivers,PC|PlayStation 4|PlayStation Vita,Adventure,6.0,23 August 2016,2016-08-23,1.0
2501,a2440,b2431,Fallout 2,Omni Group|Black Isle Studios,Mac Play|Sold Out Software|Interplay|Global Software Publishing (GSP),Macintosh|PC,Role-Playing,9.2,30 Sep 1998,1998-09-30,Fallout 2,Black Isle Studios,Interplay Entertainment,Mac|PC,Top-Down|Turn-Based|Role-Playing,9.0,30 September 1998,1998-09-30,1.0
2502,a2441,b2432,Fallout 3,Bethesda Softworks|Bethesda Game Studios,Bethesda Softworks|Mastertronic,PC|PlayStation 3|Xbox 360,Role-Playing,8.9,28 Oct 2008,2008-10-28,Fallout 3,Bethesda Game Studios,Bethesda Softworks|ZeniMax Media,PC|PlayStation 3|Xbox 360|Xbox One,First-Person|Third-Person|Action|Open World|Role-Playing|Shooter,8.5,28 October 2008,2008-10-28,1.0
2503,a2442,b2439,Fallout 4,Bethesda Game Studios|Bethesda Softworks,Bethesda Softworks,PC|PlayStation 4|Xbox One,VR|Role-Playing,8.2,9 Nov 2015,2015-11-09,Fallout 4,Bethesda Game Studios,Bethesda Softworks,PC|PlayStation|PlayStation 4|Xbox|Xbox One,First-Person|Third-Person|Action|Adventure|Role-Playing,8.1,10 November 2015,2015-11-10,1.0
2506,a2443,b2445,Fallout: Brotherhood of Steel,Interplay,Interplay|Avalon Interactive,PlayStation 2|Xbox,Role-Playing|Action,6.5,14 Jan 2004,2004-01-14,Fallout: Brotherhood of Steel,Interplay,Interplay,PlayStation 2|Xbox,Action|Role-playing,5.3,14 January 2004,2004-01-14,1.0
2508,a2444,b2446,Fallout: New Vegas,Obsidian Entertainment,Bethesda Softworks|Mastertronic|ZeniMax Media,PC|PlayStation 3|Xbox 360,Role-Playing,8.3,19 Oct 2010,2010-10-19,Fallout: New Vegas,Obsidian Entertainment,Bethesda Softworks|Namco Bandai Games,PC|PlayStation 3|Xbox 360|Xbox One,First-Person|Third-Person|Action|Adventure|Open World|Role-Playing,8.6,19 October 2010,2010-10-19,1.0
2513,a2446,b2430,Fallout,Black Isle Studios|Omni Group,Interplay|Mac Play,Linux|Macintosh|PC,Role-Playing,9.1,30 Sep 1997,1997-09-30,Fallout,Interplay Entertainment,Interplay Entertainment|Edusoft (AR),Linux|Mac|PC,Top-Down|Turn-Based|Role-Playing,8.5,30 September 1997,1997-09-30,1.0
2515,a2447,b2456,Family Guy,High Voltage Software,2K Games,PlayStation 2|PSP|Xbox,Adventure,7.0,16 Oct 2006,2006-10-16,Family Guy Video Game!,High Voltage Software,2K Games|Fox Interactive,PlayStation 2|PSP|Xbox,Action|Adventure,4.6,16 October 2006,2006-10-16,1.0
2522,a2453,b2459,Fantasy Life,Level 5,Nintendo|Level 5,3DS,Role-Playing,8.8,24 Oct 2014,2014-10-24,Fantasy Life,Level-5,Nintendo,Nintendo 3DS,Third-Person|Real-Time|Action|Adventure|Role-Playing,8.3,24 October 2014,2014-10-24,1.0
2527,a2454,b2460,Fantasy Wars,Ino-Co,Focus Multimedia|Atari SA|Nobilis|1C,PC,Strategy|Turn-Based,7.6,8 Nov 2007,2007-11-08,Fantasy Wars,Ino-Co,1C Company / Nobilis France,PC,Turn-based tactics,6.4,02 October 2007,2007-10-02,1.0
2531,a2456,b2464,Far Cry 2,Gameloft|Ubisoft Montreal,Gameloft|Ubisoft|Focus Multimedia,BlackBerry|PC|PlayStation 3|Xbox 360,First-Person|Shooter|3D|Action,7.9,21 Oct 2008,2008-10-21,Far Cry 2,Ubisoft Montreal,Ubisoft,PC|PlayStation 3|Xbox 360,First-Person|Action|Shooter,7.1,21 October 2008,2008-10-21,1.0
2533,a2457,b2466,Far Cry 3: Blood Dragon,Ubisoft Montreal,Ubisoft|Encore Software|Inc.,PC|PlayStation 3|Xbox 360,Action|First-Person|Shooter|3D,8.0,30 Apr 2013,2013-04-30,Far Cry 3: Blood Dragon,Ubisoft Montreal,Ubisoft,PC|PlayStation 3|Xbox 360|Xbox One,First-Person|Shooter,8.0,30 April 2013,2013-04-30,1.0
2538,a2458,b2465,Far Cry 3,Ubisoft Montreal,Ubisoft|E-Frontier,PC|PlayStation 3|PlayStation 4|Xbox 360|Xbox One,First-Person|Shooter|3D|Action,8.7,4 Dec 2012,2012-12-04,Far Cry 3,Ubisoft Montreal,Ubisoft,PC|PlayStation 3|Xbox 360|Xbox One,First-Person|Open World|Shooter,8.6,04 December 2012,2012-12-04,1.0
2539,a2459,b2470,Far Cry 4,Ubisoft Montreal|Ubisoft,Ubisoft,PC|PlayStation 3|PlayStation 4|Xbox 360|Xbox One,Adventure|Shooter|First-Person|Action|Survival|3D,7.8,17 Nov 2014,2014-11-17,Far Cry 4,Ubisoft Montreal,Ubisoft,PC|PlayStation 3|PlayStation 4|Xbox 360|Xbox One,First-Person|Open World|Shooter,7.9,18 November 2014,2014-11-18,1.0
2544,a246,b304,Alpha Protocol,Obsidian Entertainment,Sega,PC|PlayStation 3|Xbox 360,Role-Playing,7.1,1 Jun 2010,2010-06-01,Alpha Protocol,Obsidian Entertainment,Sega,PC|PlayStation 3|Xbox 360,Third-Person|Action|Role-Playing|Stealth,7.5,01 June 2010,2010-06-01,1.0
2547,a2460,b2478,Far Cry Instincts Evolution,Ubisoft Montreal,Ubisoft,Xbox,3D|Action|First-Person|Shooter,8.5,28 Mar 2006,2006-03-28,Far Cry Instincts: Predator,Ubisoft Montreal,Ubisoft,Xbox 360,First-Person|Shooter,6.6,28 March 2006,2006-03-28,1.0
2551,a2461,b2478,Far Cry Instincts Predator,Ubisoft Montreal,Ubisoft,Xbox 360,Action|First-Person|Shooter|3D,7.9,28 Mar 2006,2006-03-28,Far Cry Instincts: Predator,Ubisoft Montreal,Ubisoft,Xbox 360,First-Person|Shooter,6.6,28 March 2006,2006-03-28,1.0
2552,a2462,b2479,Far Cry Primal,Ubisoft Montreal,Ubisoft,PC|PlayStation 4|Xbox One,Action|First-Person|Shooter|3D,7.6,23 Feb 2016,2016-02-23,Far Cry Primal,Ubisoft Montreal,Ubisoft,PC|PlayStation 4|Xbox One,First-Person|Action|Adventure,7.6,23 February 2016,2016-02-23,1.0
2553,a2463,b2463,Far Cry,Crytek|Ubisoft Montreal,Ubisoft|Mastertronic|Sold Out Software|Frontier Groove,PC|PlayStation 3|Wii|Xbox|Xbox 360,Shooter|3D|Action|First-Person,8.8,23 Mar 2004,2004-03-23,Far Cry,Crytek,Ubisoft,PC|Xbox,First-person shooter,7.5,23 March 2004,2004-03-23,1.0
2554,a2466,b2483,Farpoint,Impulse Gear,Sony Interactive Entertainment,PlayStation 4,3D|Action|First-Person|Shooter,6.9,16 May 2017,2017-05-16,Farpoint,,Sony Interactive Entertainment,PlayStation 4|PlayStation VR,Virtual Reality|Shooter,8.1,16 May 2017,2017-05-16,1.0
2558,a2471,b2484,Fast RMX,Shin'en,Shin'en,Nintendo Switch,Arcade|Driving/Racing,6.4,3 Mar 2017,2017-03-03,Fast RMX,Shin'en Multimedia,Shin'en Multimedia,Nintendo Switch,Racing,7.1,03 March 2017,2017-03-03,1.0
2561,a2473,b2485,Fat Princess,Titan Studios|SuperVillain Studios,SCEA|SCEE|SCEI|SCE Australia,PlayStation 3|PSP,Action,8.2,30 Jul 2009,2009-07-30,Fat Princess,Titan Studios|Atomic Operations,Sony Computer Entertainment,PlayStation 3,Real-Time|Tactical,7.4,30 July 2009,2009-07-30,1.0
2566,a2476,b2489,Fatal Frame II: Crimson Butterfly,Tecmo,Tecmo|Ubisoft|SCEA,PlayStation 2,Action|Adventure|Survival|3D,8.9,10 Dec 2003,2003-12-10,Fatal Frame II: Crimson Butterfly,Tecmo,Tecmo,PlayStation 2|PlayStation 3|Wii|Xbox,Survival|Survival Horror,8.8,10 December 2003,2003-12-10,1.0
2568,a2477,b2488,Fatal Frame III: The Tormented,Tecmo,Tecmo|Take-Two Interactive|SCEA,PlayStation 2,Adventure|Survival|3D|Action,8.6,8 Nov 2005,2005-11-08,Fatal Frame III: The Tormented,Tecmo,Tecmo,PlayStation 2|PlayStation 3,Survival|Survival Horror,8.6,08 November 2005,2005-11-08,1.0
2571,a2478,b2491,Fatal Frame: Maiden of Black Water,Koei Tecmo Games,Nintendo,Wii U,Action|Adventure|Survival|3D,7.1,22 Oct 2015,2015-10-22,Fatal Frame: Maiden of Black Water,Koei Tecmo|Nintendo SPD,Nintendo,Wii U,Survival|Survival Horror,7.5,22 October 2015,2015-10-22,1.0
2579,a248,b305,Alter Ego (2010),Choose Multiple LLC|Viva Media|LLC,Choose Multiple LLC|bitComposer Games|Viva Media|LLC|Iceberg Interactive,iOS (iPhone/iPad)|PC|Windows Mobile,Adventure|Survival|3D|Action,5.1,21 Sep 2009,2009-09-21,Alter Ego (2010),bitComposer Games,Viva Media,PC,Point-and-Click|Adventure,6.3,03 August 2010,2010-08-03,1.0
2581,a2480,b2487,Fatal Frame,Tecmo,Tecmo|Wanadoo|SCEA,PlayStation 2,Adventure|Survival|3D|Action,8.5,4 Mar 2002,2002-03-04,Fatal Frame,Tecmo,Tecmo,PlayStation 2|PlayStation 3|Xbox,Survival Horror,7.7,04 March 2002,2002-03-04,1.0
2584,a2483,b2495,Fatal Fury Special,SNK|JHV|Gaibrain|SNK Playmore|Funcom|Magical Company (Mahou)|Monolith (Japan)|Mutech|Mine Loader,SNK|JHV|Takara|SNK Playmore|D4 Enterprise|Hamster|JVC Digital Studios|Victor Interactive Software|Magical Company (Mahou)|Hudson,Arcade Games|FM Towns|GameGear|iOS (iPhone/iPad)|Neo-Geo CD|NeoGeo|Nintendo Switch|PlayStation 4|Sega CD|Sharp X68000|Super Nintendo|Turbo CD|Xbox 360|Xbox One,2D|Action|Fighting,7.2,22 Dec 1993,1993-12-22,Fatal Fury Special,Various,Various,Neo Geo|PlayStation 2|Super Nintendo|Xbox 360,Fighting,7.0,16 September 1993,1993-09-16,1.0
2587,a2487,b2499,Fate/Extra,Image Epoch,Aksys Games|Marvelous|Ghostlight,PSP,Role-Playing,7.8,1 Nov 2011,2011-11-01,Fate/Extra,Type-Moon|Image Epoch,Marvelous Entertainment|Aksys Games,PlayStation Vita|PSP,Role-playing,6.8,01 November 2011,2011-11-01,1.0
2590,a2489,b2502,Fate: Undiscovered Realms,WildTangent,WildTangent|Encore Software|Inc.,PC,Role-Playing|Action,7.2,14 May 2008,2008-05-14,Fate: Undiscovered Realms,WildStudios|WildTangent,WildTangent|Encore Software,PC,Action|Role-playing,7.0,17 July 2008,2008-07-17,1.0
2591,a2490,b2501,Fate/Unlimited Codes,Eighting/Raizing|Eighting,Capcom,Arcade Games|PlayStation 2|PSP,3D|Action|Fighting,8.2,3 Sep 2009,2009-09-03,Fate/Unlimited Codes,Eighting,Capcom,PlayStation 2|PSP,Fighting,7.0,03 September 2009,2009-09-03,1.0
2592,a2494,b2510,Fear Effect 2: Retro Helix,Kronos Digital Entertainment,Eidos Interactive|Square Enix,PlayStation,Action|Adventure|Survival|3D,8.7,21 Feb 2001,2001-02-21,Fear Effect 2: Retro Helix,Kronos Digital Entertainment,Eidos Interactive,PlayStation,Action-adventure|Survival horror,6.9,20 February 2001,2001-02-20,1.0
2593,a2495,b2509,Fear Effect,Kronos Digital Entertainment,Eidos Interactive|Square Enix,PlayStation,Action|Adventure|Survival|3D,8.4,24 Feb 2000,2000-02-24,Fear Effect,Kronos,Eidos,PlayStation,Action-adventure|survival horror,6.6,31 January 2000,2000-01-31,1.0
2595,a2496,b2513,Feeding Frenzy 2: Shipwreck Showdown,PopCap|Gastronaut Studios,PopCap|GameHouse|Focus Multimedia|Electronic Arts,PC|PlayStation 3|Xbox 360,Puzzle,7.5,6 Feb 2006,2006-02-06,Feeding Frenzy 2: Shipwreck Showdown,Sprout Games,PopCap Games,PC|Xbox 360,Arcade,5.8,06 February 2006,2006-02-06,1.0
2596,a2497,b2512,Feeding Frenzy,Sprout Games,In-Fusio|Oberon Media|MumboJumbo|Microsoft Game Studios,Mobile|PC|Xbox 360,Puzzle,7.1,2005,2005-01-01,Feeding Frenzy,PopCap Games,PopCap Games,PC|Xbox|Xbox 360|Xbox One,Arcade,5.8,11 February 2004,2004-02-11,1.0
2597,a2498,b2515,Feel the Magic: XY/XX,Sonic Team,Sega,DS,Puzzle,8.0,16 Nov 2004,2004-11-16,Feel the Magic: XY/XX,Sonic Team,Sega,Nintendo DS,Compilation,6.8,16 November 2004,2004-11-16,1.0
2599,a25,b24,1942: Joint Strike,Backbone Entertainment,Capcom,PlayStation 3|Xbox 360,Shoot-'Em-Up|2D|Action,7.2,23 Jul 2008,2008-07-23,1942: Joint Strike,Backbone Entertainment,Capcom,PlayStation 3|Xbox 360,Vertical scrolling shooter,6.6,23 July 2008,2008-07-23,1.0
2600,a250,b307,Altered Beast,M2|Sega|Activision|Software Studio|New Frontier|Interlink|Backbone Entertainment|Bits Laboratory,Sega|Activision|Ocean|Capcom|Tec Toy|Samsung|Asmik Ace Entertainment|Inc|NEC Interchannel,3DS|Amiga|Amstrad CPC|Android|Arcade Games|Atari ST|Commodore 64|Genesis|iOS (iPhone/iPad)|MSX|NES|PC|PlayStation 3|Sega Master System|Sinclair ZX81/Spectrum|Turbo CD|TurboGrafx-16|Xbox 360|Zodiac,Beat-'Em-Up|Action|2D,7.1,1988,1988-01-01,Altered Beast,Sega,Sega,Arcade|Nintendo 3DS|PC|PlayStation 3|PSP|Sega Master System|Sega Mega Drive/Genesis|Xbox 360,Beat 'em Up,5.9,14 August 1989,1989-08-14,1.0
2601,a2503,b2520,Fez,Polytron Corp.,Polytron Corp.|Trapdoor,iOS (iPhone/iPad)|Linux|Macintosh|PC|PlayStation 3|PlayStation 4|PlayStation Vita|Xbox 360,2D|Action|Platformer,7.9,13 Apr 2012,2012-04-13,Fez,Polytron,Polytron,Linux|Mac|PC|PlayStation 3|PlayStation 4|PlayStation Vita|Xbox 360,Platform|Puzzle,8.2,13 April 2012,2012-04-13,1.0
2603,a2506,b2373,FIFA 06: Road to FIFA World Cup,Exient Entertainment|Electronic Arts|EA Canada|EA Sports,Electronic Arts|EA Sports,DS|Game Boy Advance|GameCube|Mobile|PC|PlayStation 2|PSP|Xbox|Xbox 360,Team-Based|Simulation|Soccer|Sports,8.2,4 Oct 2005,2005-10-04,FIFA 06: Road to FIFA World Cup,EA Canada,Electronic Arts,PC|Xbox 360,Sports,4.0,16 November 2005,2005-11-16,1.0
2606,a2507,b2374,FIFA 07 Soccer,EA Canada|EA Sports|Team Fusion,EA Sports|Electronic Arts,DS|Game Boy Advance|GameCube|PC|PlayStation 2|PSP|Xbox|Xbox 360,Simulation|Soccer|Sports|Team-Based,8.2,3 Oct 2006,2006-10-03,FIFA 07,EA Canada|Exient Entertainment,Electronic Arts,Game Boy Advance|PC|PlayStation 2|PSP|Xbox 360,Sports,6.6,03 October 2006,2006-10-03,1.0
2607,a2508,b2381,FIFA 14,EA Romania|EA Mobile|Electronic Arts|EA Canada,EA Sports|Electronic Arts,3DS|Android|iOS (iPhone/iPad)|PC|PlayStation 2|PlayStation 3|PlayStation 4|PlayStation Vita|PSP|Wii|Windows Mobile|Xbox 360|Xbox One,Sports|Team-Based|Simulation|Soccer,7.4,23 Sep 2013,2013-09-23,FIFA 14,EA Canada,Electronic Arts,PC|PlayStation 3|PlayStation 4|Xbox 360|Xbox One,Sports,7.7,24 September 2013,2013-09-24,1.0
2611,a2509,b2382,FIFA 15,EA Sports,Electronic Arts,3DS|PC|PlayStation 3|PlayStation 4|PlayStation Vita|Wii|Xbox 360|Xbox One,Team-Based|Simulation|Soccer|Sports,7.0,23 Sep 2014,2014-09-23,FIFA 15,EA Canada,EA Sports,PC|PlayStation 3|PlayStation 4|PlayStation Vita|Xbox 360|Xbox One,Sports,7.2,23 September 2014,2014-09-23,1.0
2613,a2510,b2383,FIFA 16,EA Sports|Electronic Arts,Electronic Arts|EA Sports,Android|iOS (iPhone/iPad)|PC|PlayStation 3|PlayStation 4|Xbox 360|Xbox One,Simulation|Soccer|Sports|Team-Based,6.5,22 Sep 2015,2015-09-22,FIFA 16,EA Canada,EA Sports,PC|PlayStation 3|PlayStation 4|Xbox One,Sports,7.0,22 September 2015,2015-09-22,1.0
2614,a2511,b2384,FIFA 17,EA Vancouver,EA Sports|Electronic Arts,PC|PlayStation 3|PlayStation 4|Xbox 360|Xbox One,Soccer|Sports|Team-Based|Simulation,7.5,27 Sep 2016,2016-09-27,FIFA 17,EA Canada,EA Sports,PC|PlayStation 4|Xbox One,Simulation|Sports,7.9,27 September 2016,2016-09-27,1.0
2617,a2512,b2385,FIFA 18,EA Vancouver,Electronic Arts,Nintendo Switch|PC|PlayStation 3|PlayStation 4|Xbox 360|Xbox One,Team-Based|Simulation|Soccer|Sports,6.4,26 Sep 2017,2017-09-26,FIFA 18,EA Canada|EA Romania,EA Sports,Nintendo Switch|PC|PlayStation 4|Xbox One,Simulation|Sports,7.8,29 September 2017,2017-09-29,1.0
